ACCESSION NO,AUTHOR,TITLE,Subtitle,YEAR,PAGE,PUBLISHER,SOURCE,BILL NO ,DATE,PRICE,,ISBN,Edition,Subject,Accompanying Material,Pages,Publisher,Year,
JR0493,"Alka Tuli, Rajesh Hassija and Shuborno Chakroborty",MathsAce: Prime; 8,,,254,Pearson India Education,,,,530,,9789354497292,,Mathematics,,,,,
JR0494,"Alamelu, K",MathsAhead; 1,,2024,196,Orient Blackswan,,,,492,,9789354425394,,Mathematics,,,,,
JR0495,"Alamelu, K",MathsAhead; 1,,2024,196,Orient Blackswan,,,,492,,9789354425394,,Mathematics,,,,,
JR0496,"Alamelu, K",MathsAhead; 1,,2024,196,Orient Blackswan,,,,492,,9789354425394,,Mathematics,,,,,
JR0497,"Alamelu, K",MathsAhead; 4,,,224,Orient Blackswan,,,,573,,9789354425424,,Mathematics,,,,,
JR0498,,Imagine: Mathematics; Grade 1,,,215,Uolo,,,,,,,,Mathematics,,,,,
JR0499,,Imagine: Mathematics; Grade4,,,277,Uolo,,,,,,,,Mathematics,,,,,
JR0500,,Imagine: Mathematics;  Grade 5,,,284,Uolo,,,,,,,,Mathematics,,,,,
JR0501,,MathsAce: Prime; 4,,,200,Pearson India Education,,,,425,,9789354496974,,Mathematics,,,,,
JR0502,vinoda singh chauhan,Sarthak Hindi Vyakaran; Class 2,,2022,104,New Saraswati House,,,,,,9789353624248,,,,,,,
JR0503,Deepmala and bharati pant,Hindi Vyakaran; 2,,2023,72p.,Viva Education,,,,295,,9789393329486,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
